"codice-isil";"codice-sbn";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-AL0054";"TO0Q7";"Biblioteca civica";"Piazza della Ciminiera 1";"";"15010";"Montechiaro d'Acqui";"006106";"Alessandria";"PIEMONTE";"006";"44,5991038";"8,353051";"+39 014492058";"+39 0144321519";"info@comune.montechiarodacqui.al.it";"www.comune.montechiarodacqui.al.it"
"IT-AL0056";"TO0QL";"Biblioteca civica Rosanna Benzi";"Via Roma 1";"";"15010";"Morbello";"006110";"Alessandria";"PIEMONTE";"006";"44,6035985";"8,5102163";"+39 0144768146";"+39 0144768277";"anagrafe@comune.morbello.al.it";"www.comune.morbello.al.it"
"IT-AL0058";"TO0Q8";"Biblioteca civica";"Via Matteotti 10";"";"15010";"Morsasco";"006112";"Alessandria";"PIEMONTE";"006";"44,6647895";"8,550082200000002";"+39 014473022";"+39 014473140";"demografici@comunemorsasco.it";"www.comunemorsasco.it"
"IT-AL0060";"TO033";"Biblioteca civica";"Via G. Marconi 66";"";"15067";"Novi Ligure";"006114";"Alessandria";"PIEMONTE";"006";"44,7612007";"8,7826379";"+39 014376246";"+39 014372592";"prestiti.sbn@biblioteche.ruparpiemonte.it";"http://www.comune.noviligure.al.it/servizi/Menu/dinamica.aspx?idSezione=2059&idArea=1957&idCat=9297&"
"IT-AL0062";"TO0ED";"Biblioteca Civica ""Maestro Angelo Debernardis""";"Piazza Carlo Alberto 1";"";"15040";"Occimiano";"006115";"Alessandria";"PIEMONTE";"006";"45,0599293";"8,5068152";"+39 0142809131";"+39 0142809100";"info@comune.occimiano.al.it";"www.comune.occimiano.al.it"
"IT-AL0063";"";"Biblioteca civica";"Piazza S. Defendente 2";"";"00002";"Odalengo Grande";"006116";"Alessandria";"PIEMONTE";"006";"45,1093802";"8,1666328";"+39 0142949021";"+39 0142949229";"odalengo.grande@ruparpiemonte.it";"http://www.comune.odalengogrande.al.it"
"IT-AL0067";"TO0E4";"Biblioteca comunale 'Alessandra Fracchia'";"Via Raffaldi 4";"";"15039";"Ozzano Monferrato";"006123";"Alessandria";"PIEMONTE";"006";"45,10229529999999";"8,3744284";"+39 0142487153";"+39 0142487038";"biblioteca@comune.ozzanomonferrato.al.it";"www.comune.ozzanomonferrato.al.it"
"IT-AL0070";"";"Biblioteca civica Federico Ragni";"Piazza San Giovanni 5";"";"15047";"Alluvioni Piovera";"006192";"Alessandria";"PIEMONTE";"006";"44,9593205";"8,7348802";"+39 0131848121";"+39 0131698070";"protocollo@comune.alluvionipiovera.al.it";""
"IT-AL0071";"TO0KY";"Biblioteca civica Sandro Castelli";"Via Roma 59";"";"15055";"Pontecurone";"006132";"Alessandria";"PIEMONTE";"006";"44,9607821";"8,9320109";"+39 0131885213";"+39 0131886929";"info@comune.pontecurone.al.it";"https://sistemabibliotecariotortonese.it/biblioteche-aderenti/biblioteca-sandro-castelli-di-pontecurone/"
"IT-AL0072";"TO0EM";"Biblioteca civica";"Piazza Castello 20";"";"15027";"Pontestura";"006133";"Alessandria";"PIEMONTE";"006";"45,1434752";"8,333294";"+39 0142466134";"+39 0142466867";"info@comune.pontestura.al.it";""
"IT-AL0073";"TO0Q9";"Biblioteca civica Tommaso e Angiolina Battaglia";"Via Sant' Anna 16";"";"15010";"Ponzone";"006136";"Alessandria";"PIEMONTE";"006";"44,5883115";"8,458644";"+39 014478103";"+39 014478362";"ufficiocommercio@comune.ponzone.al.it";""
"IT-AL0074";"";"Biblioteca antica del Castello";"piazza Castello 1";"";"15068";"Pozzolo Formigaro";"006138";"Alessandria";"PIEMONTE";"006";"44,7934548";"8,7815595";"+39 0143417054";"";"info@comune.pozzoloformigaro.al.it";""
"IT-AL0075";"TO0K1";"Biblioteca civica Caterina De Marco";"Piazza Castello 1";"";"15068";"Pozzolo Formigaro";"006138";"Alessandria";"PIEMONTE";"006";"44,7934548";"8,7815595";"+39 0143417054";"+39 0143418872";"biblioteca@comune.pozzoloformigaro.al.it";"www.bibliotecapozzoloformigaro.it"
"IT-AL0077";"TO0QA";"Biblioteca civica Marco Morielli";"Via Roma";"";"15010";"Prasco";"006139";"Alessandria";"PIEMONTE";"006";"44,6423639";"8,552856499999999";"+39 0144375703";"";"info@comune.prasco.al.it";"www.comune.prasco.al.it"
"IT-AL0078";"TO0GL";"Biblioteca civica ""A. Pesce""";"Piazza G. Matteotti, 8";"";"15077";"Predosa";"006140";"Alessandria";"PIEMONTE";"006";"44,7525854";"8,6583719";"";"";"";"https://sistemabibliotecariotortonese.it/biblioteche-aderenti/biblioteca-comunale-a-pesce-di-predosa/"
"IT-AL0080";"TO0QB";"Biblioteca civica";"Via Paolo Bocca 1";"";"15010";"Rivalta Bormida";"006144";"Alessandria";"PIEMONTE";"006";"44,711682";"8,548301";"+39 0144372163";"+39 0144372644";"biblioteca.rivalta.bormida@gmail.com";""
"IT-AL0082";"";"Biblioteca civica";"Piazza Vittorio Veneto 1";"";"15078";"Rocca Grimalda";"006147";"Alessandria";"PIEMONTE";"006";"44,671213";"8,6477403";"+39 0143873121";"+39 0143873494";"affarigenerali@comuneroccagrimalda.it";""
"IT-AL0084";"TO0EJ";"Biblioteca 'Claudio Castelli'";"Via Valle 1";"";"15030";"Sala Monferrato";"006150";"Alessandria";"PIEMONTE";"006";"45,0766016";"8,3582933";"+39 0142486721";"+39 0142486721";"info@comune.salamonferrato.al.it";"www.comune.salamonferrato.al.it"
"IT-AL0085";"TO0YC";"Biblioteca civica Alessandro Molinari";"Via G. Bruno 13";"";"15045";"Sale";"006151";"Alessandria";"PIEMONTE";"006";"44,9816071";"8,8099927";"+39 0131748841";"+39 0131828584";"biblioteca@comune.sale.al.it";"https://www.comune.sale.al.it/it-it/vivere-il-comune/cultura"
"IT-AL0086";"TO0E2";"Biblioteca civica di San Giorgio Monferrato";"Piazza Don Caprioglio 3";"";"15020";"San Giorgio Monferrato";"006153";"Alessandria";"PIEMONTE";"006";"45,1074067";"8,414496999999999";"+39 0412806121";"+39 0142806184";"biblotecasangiorgio@gmail.com";"www.comune.sangiorgiomonferrato.al.it"
"IT-AL0087";"TO0UU";"Biblioteca comunale ""Domenico Fava""";"Via Cavalli 2";"";"15046";"San Salvatore Monferrato";"006154";"Alessandria";"PIEMONTE";"006";"44,9945499886812";"8,567960777385";"+39 0131238537";"+39 0131238208";"biblioteca@comune.sansalvatoremonferrato.al.it";"http://www.comune.sansalvatoremonferrato.al.it"
"IT-AL0089";"TO0K2";"Biblioteca civica";"Piazza G. Carducci 4";"";"15069";"Serravalle Scrivia";"006160";"Alessandria";"PIEMONTE";"006";"44,72217819999999";"8,8563317";"+39 0143633627";"+39 0143686472";"biblioteca@comune.serravalle-scrivia.al.it";"http://www.comune.serravalle-scrivia.al.it/it/011/biblioteca+comunale.html"
"IT-AL0090";"";"Biblioteca civica";"Via Cardinale L. Dadaglio 1";"";"15079";"Sezzadio";"006161";"Alessandria";"PIEMONTE";"006";"44,7561627";"8,590010399999999";"+39 0131703119";"+39 0131703240";"protocollo@comunedisezzadio.it";"http;//www.comune.sezzadio.al.it"
"IT-AL0091";"";"Biblioteca di Solero";"Via G. Marconi 1";"";"15029";"Solero";"006163";"Alessandria";"PIEMONTE";"006";"44,9195173";"8,5077366";"+39 031217213";"+39 0131217720";"tecnico@comune.solero.al.it";"info@comune.solero.al.it"
"IT-AL0093";"TO0QC";"Biblioteca civica";"Piazza G. Garibaldi 18";"";"15018";"Spigno Monferrato";"006165";"Alessandria";"PIEMONTE";"006";"44,9091613";"8,613857099999999";"+39 014491155";"+39 014491244";"info@comune.spignomonferrato.al.it";"www.comune.spignomonferrato.al.it"
"IT-AL0094";"TO0K6";"Biblioteca civica";"Piazza Risorgimento 4";"";"15060";"Stazzano";"006167";"Alessandria";"PIEMONTE";"006";"44,7269445";"8,867483";"+39 014365303";"+39 014362890";"segreteria@comune.stazzano.al.it";"www.comune.stazzano.al.it"
"IT-AL0095";"TO0QD";"Biblioteca civica";"Piazza G. Matteotti 8";"";"15019";"Strevi";"006168";"Alessandria";"PIEMONTE";"006";"44,698461";"8,5222165";"+39 0144363124";"+39 0144372741";"biblioteca@comune.strevi.al.it";""
"IT-AL0099";"TO0C7";"Biblioteca civica";"Piazza Antonio Tabucchi 1";"";"15040";"Ticineto";"006173";"Alessandria";"PIEMONTE";"006";"45,09887131774978";"8,555173265576176";"+39 0142411117";"+39 0142411600";"info@comune.ticineto.al.it";"https://www.comune.ticineto.al.it/it-it/home"
"IT-AL0100";"TO032";"Biblioteca civica ""Tommaso de Ocheda""";"Via Ammiraglio Mirabello 1";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8980983";"8,86794800000007";"+39 0131864444";"+39 0131821595";"biblioteca@comune.tortona.al.it";"https://sistemabibliotecariotortonese.it/"
"IT-AL0101";"TO0GP";"Biblioteca diocesana del Seminario Vescovile di Tortona";"Via Seminario , 7";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8976286";"8,8664597";"+39 0131.816609";"+39 0131.816607";"beniculturali@diocesitortona.it";""
"IT-AL0102";"";"Biblioteca comunale G. Spina";"Via Roma 6";"";"15030";"Treville";"006175";"Alessandria";"PIEMONTE";"006";"45,097273";"8,359639";"+39 0142487428";"";"bibliotecaspina@virgilio.it";"www.comune.treville.al.it"
"IT-AL0104";"TO0A1";"Biblioteca - Centro comunale di Cultura";"Piazza XXXI Martiri 1";"";"15048";"Valenza";"006177";"Alessandria";"PIEMONTE";"006";"45,012268";"8,6441846";"+39 0131949286";"+39 0131946082";"biblioteca@comune.valenza.al.it";"http://www.comune.valenza.al.it/italian/biblioteca_civica.php?iexpand1=4&amp"
"IT-AL0105";"TO0C6";"Biblioteca civica";"Via Mazzini, 24";"";"15040";"Valmacca";"006178";"Alessandria";"PIEMONTE";"006";"45,0994504";"8,5869882";"+39 0142410154";"+39 0142410576";"anagrafe@comune.valmacca.al.it";"https://www.comune.valmacca.al.it/Home/Menu?IDVoceMenu=217820"
"IT-AL0106";"TO0K5";"Biblioteca civica";"Via Roma 14";"";"15060";"Vignole Borbera";"006180";"Alessandria";"PIEMONTE";"006";"44,7074794";"8,8910696";"+39 0143343612";"+39 014367302";"biblioteca@comune.vignoleborbera.al.it";"www.comune.vignoleborbera.al.it/it-it/amministrazione/uffici/servizi/biblioteca-comunale-5301-1-ac95aa4518bf01863202d2882b826507"
"IT-AL0108";"TO0E8";"Biblioteca civica ""Giuseppe Demichelis""";"Piazza Finazzi 7";"";"15030";"Villanova Monferrato";"006185";"Alessandria";"PIEMONTE";"006";"45,181969";"8,4787097";"+39 0142483121";"+39 0142483705";"biblioteca@comune.villanovamonferrato.al.it";"https://www.comune.villanovamonferrato.al.it/it-it/servizi/vivere-il-tempo-libero-e-la-cultura-c/biblioteca-132-35-1-bab4c5adfc74c53e0771c83e6543fd2a"
"IT-AL0110";"TO0K4";"Biblioteca civica";"Via Marconi 78";"";"15060";"Basaluzzo";"006012";"Alessandria";"PIEMONTE";"006";"44,7662535";"8,7024368";"+39 0143489107";"+39 0143489370";"bibliotecabasaluzzo@gmail.com";"www.bibliotecabasaluzzo.wordpress.com"
"IT-AL0112";"TO0K9";"Biblioteca civica ""Scarsi Cesarina""";"Via Martiri della Libertà 8";"";"15060";"Cabella Ligure";"006025";"Alessandria";"PIEMONTE";"006";"44,6736796";"9,0962946";"+39 014399430";"+39 014399006";"bibliotecacabella@gmail.com";"www.comune.cabellaligure.al.it"
"IT-AL0114";"TO049";"Biblioteca civica Giovanni Canna";"Via Corte D'Appello 12";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,1340432";"8,4522332";"+39 0142444246";"+39 0142444312";"bibliote@comune.casale-monferrato.al.it";"http://www.comune.casale-monferrato.al.it/biblioteca"
"IT-AL0118";"";"Biblioteca civica";"Via Roma 57";"Perno Inferiore";"15020";"Castelletto Merli";"006050";"Alessandria";"PIEMONTE";"006";"45,074995";"8,240844899999999";"+39 0141918123";"+39 0141918123";"castelletto.merli@ruparpiemonte.it";"http://www.comune.castellettomerli.al.it/"
"IT-AL0119";"";"Biblioteca civica";"Via Enrico Felice 2";"";"15020";"Cerrina Monferrato";"006059";"Alessandria";"PIEMONTE";"006";"45,1201207";"8,2155736";"+39 0142943421";"+39 0142943817";"protocollo@comune.cerrina.al.it";"www.comune.cerrina.al.it"
"IT-AL0120";"";"Biblioteca civica Elena Cavallero";"Piazza Ercole 2";"";"15023";"Felizzano";"006068";"Alessandria";"PIEMONTE";"006";"44,8980888";"8,4357422";"+39 0131791122";"+39 0131772629";"biblioteca.felizzano@gmail.com";"https://bibliotecadifelizzano.wordpress.com/"
"IT-AL0122";"TO0KH";"Biblioteca civica";"Via G. Marconi 69";"";"15064";"Fresonara";"006074";"Alessandria";"PIEMONTE";"006";"44,7815841";"8,6904218";"+39 0143480166";"";"biblioteca@comune.fresonara.al.it";"comune.fresonara.al.it/servizio/biblioteca-comunale/"
"IT-AL0123";"TO037";"Biblioteca civica Coniugi Marie ed Eraldo Ighina";"Piazza Cereseto 7";"";"15076";"Ovada";"006121";"Alessandria";"PIEMONTE";"006";"44,6395304";"8,645434999999999";"+39 014381774";"";"biblioteca@comune.ovada.al.it";"www.comune.ovada.al.it"
"IT-AL0124";"";"Biblioteca civica Don Cesare Moretti";"Piazza Umberto I 1";"";"15040";"Pietra Marazzi";"006129";"Alessandria";"PIEMONTE";"006";"44,944098";"8,670661";"+39 0131355124";"+39 0131355124";"info@comune.pietramarazzi.al.it";"www.comune.pietramarazzi.al.it"
"IT-AL0127";"TO0C5";"Biblioteca civica di Vignale Monferrato";"Piazza del Popolo 4";"";"15049";"Vignale Monferrato";"006179";"Alessandria";"PIEMONTE";"006";"45,010552";"8,3963661";"+39 0142933001";"+39 0142933651";"ragioneria@comunevignalemonferrato.al.it";"https://www.comune.vignalemonferrato.al.it/it/page/biblioteca-comunale-415ffcd3-8f6c-40c3-b6cc-6904e321e808"
"IT-AL0128";"TO0KK";"Biblioteca civica di Viguzzolo";"Via Roma 8";"";"15058";"Viguzzolo";"006181";"Alessandria";"PIEMONTE";"006";"44,9049689";"8,9195976";"+39 01311953891";"+39 0131898611";"biblioteca@comune.viguzzolo.al.it";"www.comune.viguzzolo.al.it"
"IT-AL0130";"TO0GZ";"Biblioteca del Seminario vescovile monsignor C. G. Capra";"Piazza Duomo, 6";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,674332";"8,470621999999999";"+39 3515758936";"+39 0144.55265";"at007@biblioteche.ruparpiemonte.it";"http://www.diocesiacqui-piemonte.it/biblioteca-diocesana/"
"IT-AL0134";"TO0GX";"Biblioteca Carlo Mosso del Conservatorio statale di musica Antonio Vivaldi";"Via Parma, 1";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,912547";"8,6173034";"+39 0131231253";"+39 0131236971";"biblioteca@conservatoriovivaldi.it";"https://www.conservatoriovivaldi.it/biblioteca-carlo-mosso/"
"IT-AL0135";"TO022";"Biblioteca dell'Istituto per la storia della Resistenza e della società contemporanea in provincia di Alessandria - ISRAL 'Carlo Gilardenghi'";"via dei Guasco, 49";"";"15121";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9164749";"8,6168587";"+39 0131443861";"";"biblioteca@isral.it";"www.isral.it"
"IT-AL0143";"";"Biblioteca dell'Archivio vescovile";"Piazza Duomo 4";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6742314";"8,4706708";"+39 0144322078";"";"";""
"IT-AL0144";"";"Biblioteca e archivio storico della Cassa di risparmio di Alessandria";"Via Dante 2";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9137084";"8,6170965";"+39 0131203111";"+39 0131235883";"";""
"IT-AL0145";"TO0LP";"Biblioteca e centro di documentazione del Gruppo volontariato assistenza handicappati";"Piazza S. Francesco 1";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6766694";"8,4704869";"0144356346";"";"info@gva-acqui.org";"http://www.gva-acqui.org/"
"IT-AL0147";"";"Biblioteca diocesana";"piazza Nazari di Calabiana 1";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,137211";"8,4534659";"+39 0142.452219";"";"biblsem@virgilio.it";""
"IT-AL0149";"";"Biblioteca del Parco naturale e area attrezzata del Sacro Monte di Crea";"";"Cascina Valperone";"15020";"Ponzano Monferrato";"006135";"Alessandria";"PIEMONTE";"006";"45,0854671";"8,2632261";"+39 0142940467";"+39 0142940163";"";""
"IT-AL0151";"";"Biblioteca civica";"Piazza San Giovanni 5";"";"15047";"Alluvioni Piovera";"006192";"Alessandria";"PIEMONTE";"006";"44,99874";"8,783085";"+39 031848121";"";"samato@comune.alluvionipiovera.al.it";"https://www.comune.alluvionipiovera.al.it/it-it/vivere-il-comune/cultura/biblioteca-civica-federico-ragni-41649-1-dd6fce26b5354553d093e31f43e4836b"
"IT-AL0152";"";"Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato";"piazza Cereseto 7";"";"15076";"Ovada";"006121";"Alessandria";"PIEMONTE";"006";"44,639405";"8,6457583";"+39 014381615";"+39 0143321980";"info@accademiaurbense.it";"www.accademiaurbense.it"
"IT-AL0153";"UPO25";"Biblioteca del Dipartimento di Scienze e Innovazione tecnologica dell'Università degli Studi del Piemonte orientale A. Avogadro";"Viale Teresa Michel, 11";"";"15121";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9229097";"8,6177279";"";"";"biblioteca.disit@uniupo.it";"https://disit.uniupo.it/biblioteca"
"IT-AL0158";"";"Biblioteca dell'Ospedale civile Santi Antonio e Biagio";"via Venezia 16";"";"15121";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9153962";"8,6204103";"0131206499";"+39 0131206836";"centrodocumentazione@ospedale.al.it";"www.ospedale.al.it/biblioteca-centro-documentazione"
"IT-AL0159";"TO0EH";"Biblioteca civica ""Donatella Cabiati"" di Camagna Monferrato";"Via Giacomo Matteotti 20";"";"15030";"Camagna Monferrato";"006026";"Alessandria";"PIEMONTE";"006";"45,0179904";"8,430448";"+39 0142925121";"";"info@comune.camagnamonferrato.al.it";"https://comune.camagnamonferrato.al.it/servizio/biblioteca-comunale/"
"IT-AL0161";"";"Biblioteca civica";"Piazza R. Caretta 7";"";"15060";"Sardigliano";"006157";"Alessandria";"PIEMONTE";"006";"44,75243";"8,895883";"+39 014349000";"";"info@comune.sardigliano.al.it";"www.comune.sardigliano.al.it"
"IT-AL0162";"";"Biblioteca del Convento dei Padri Cappuccini";"Viale San Francesco 1";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8970651";"8,8712313";"+39 0131861166";"";"";""
"IT-AL0164";"";"Biblioteca Biomedica e Centro Documentazione";"Via Venezia 16";"";"15121";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9152943";"8,6212533";"+39 031206499";"+39 0131206836";"centrodocumentazione@ospedale.al.it";"https://www.ospedale.al.it/biblioteca-centro-documentazione/"
"IT-AL0165";"TO0E9";"Biblioteca comunale Dott. G. D. Sancio";"Via Roma 71";"";"15031";"Balzola";"006011";"Alessandria";"PIEMONTE";"006";"45,1832196";"8,4024364";"+39 0142804106";"";"bibliotecabalzola@gmail.com";"www.comune.balzola.al.it"
"IT-AL0166";"TO0EA";"Biblioteca civica";"via Enrico Prato, 10";"";"15030";"Terruggia";"006171";"Alessandria";"PIEMONTE";"006";"45,0837133";"8,440734299999999";"+39 0142401400";"";"info@comune.terruggia.al.it";"www.comune.terruggia.al.it"
"IT-AL0168";"TO0E3";"Biblioteca della Scuola media statale Leardi";"via Gonzaga 21";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,1355689";"8,45759410000005";"+390142452313";"+39 0142599813";"ALIC824003@istruzione.it";"http://www.comprensivonegricasale.gov.it/"
"IT-AL0169";"TO0KR";"BIBLIOTECA CIVICA GIORGIO BORGHELLO";"Via Roma 1";"";"15060";"Albera Ligure";"006002";"Alessandria";"PIEMONTE";"006";"44,7024643";"9,06574";"+39 014390051";"";"albera.ligure@reteunitaria.piemonte.it";""
"IT-AL0170";"";"Biblioteca del tiro a segno nazionale";"Via Giordano Bruno 73";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9242781434134";"8,59542883599852";"+39 0131222653";"";"info@tsnalessandria.it";"www.tsnalessandria.it"
"IT-AL0172";"TO0SK";"Biblioteca civica ""Walter Perfumo""";"Piazza Baiveri 3";"";"15024";"Masio";"006091";"Alessandria";"PIEMONTE";"006";"44,8694076";"8,405964800000001";"+39 0131799131";"";"protocollo@comune.masio.al.it";"http://www.comune.masio.al.it/"
"IT-AL0174";"";"Biblioteca civica";"Via Villa Superiore 2";"";"15060";"Silvano d'Orba";"006162";"Alessandria";"PIEMONTE";"006";"44,6647382";"8,6895166";"+39 0143841491";"";"info@comune.silvanodorba.al.it";"www.comune.silvanodorba.al.it"
"IT-AL0175";"TO0QF";"Biblioteca civica Margherita Musso";"Piazza Matteotti 20";"";"15010";"Visone";"006187";"Alessandria";"PIEMONTE";"006";"44,6621931";"8,5025138";"+39 0144395297";"+39 0144395800";"info@comune.visone.al.it";"https://www.comune.visone.al.it/it-it/vivere-il-comune/cultura/biblioteca-civica-35771-1-528e00c898e65b34281b7a43df72dfe5"
"IT-AL0177";"TO0V0";"Biblioteca dell'Istituto statale d'arte B. Cellini";"Strada Pontecuore 6";"";"15048";"Valenza";"006177";"Alessandria";"PIEMONTE";"006";"45,0048304";"8,6609083";"+39 0131941764";"+39 0131942877";"";""
"IT-AL0187";"TO0EC";"Biblioteca civica";"Piazza Assunta, 1";"";"15035";"Frassinello Monferrato";"006072";"Alessandria";"PIEMONTE";"006";"45,0315502";"8,3867346";"+39 0142928121";"";"info@comune.frassinellomonferrato.al.it";"http://www.comune.frassinellomonferrato.al.it/Home/Guida-al-paese?IDPagina=31738&IDCat=4827"
"IT-AL0189";"TO0Q4";"Biblioteca civica ""L. Odone""";"Piazza Aldo Moro 3";"";"15010";"Gamalero";"006078";"Alessandria";"PIEMONTE";"006";"44,8090186";"8,542582";"+39 031709173";"+39 0131709424";"bibliotecagamalero@gmail.com";"https://www.comune.gamalero.al.it/"
"IT-AL0193";"TO0KE";"BIBLIOTECA COMUNALE ""EUGENIO ARECCO """;"Via Roma 1";"";"15060";"Pasturana";"006127";"Alessandria";"PIEMONTE";"006";"44,750197";"8,74841500000002";"+39 014358171";"+39 014358520";"biblioteca@comune.pasturana.al.it";"https://comune.pasturana.al.it/"
